ra,dec,flux_1_100_gev,detection_significance,spectrum_type,pivot_energy,energy_flux,pl_flux_density,pl_index,lp_flux_density,lp_index,lp_beta,plec_flux_density,plec_index,plec_exp_factor,plec_exp_index,plec_curve_significance,npred,variability_index,frac_variability,source_type
81.5908333333333,22.7777777777778,2.7908e-10,7.2172,PowerLaw,4939.86,3.1063e-12,1.1354e-14,2.0262,1.2391e-14,1.9756,0.0628,1.1841e-14,1.9033,0.00032,0.6667,0.58,228.66,20.442202,0.765,NOT_BLL
24.50625,22.7961111111111,3.9575e-10,13.5995,PowerLaw,2763.6,4.4176e-12,5.2309e-14,2.0063,5.2717e-14,2.0017,0.0043,5.3662e-14,1.9315,0.00024,0.6667,0.65,477.87,35.149296,0.5752,BLL
36.9545833333333,22.7775,2.5819e-10,7.337,PowerLaw,2283.55,2.8988e-12,5.054e-14,2.1437,6.1625e-14,1.9554,0.2118,6.0794e-14,1.3546,0.00425,0.6667,2.3,369.65,50.78746,1.5433,NOT_BLL
137.674166666667,22.7977777777778,5.6662e-10,15.1303,LogParabola,915.27,5.0145e-12,8.3039e-13,2.3448,9.8629e-13,2.1936,0.1674,9.5235e-13,1.8431,0.00492,0.6667,3.33,858.44,151.02446,1.1674,NOT_BLL
12.2520833333333,22.8736111111111,1.8549e-10,6.4206,PowerLaw,2917.4,2.1515e-12,2.1038e-14,2.2272,2.2142e-14,2.2015,0.0421,2.2141e-14,2.0672,0.00068,0.6667,0.64,318.68,7.098238,0,BLL
337.297916666667,22.9077777777778,1.5226e-10,7.1431,PowerLaw,4809.2,1.7515e-12,6.9913e-15,1.9137,7.3739e-15,1.8676,0.0354,7.4533e-15,1.7089,5e-04,0.6667,0.78,160.75,4.114697,0,BLL
153.715833333333,22.9544444444444,2.3062e-10,11.5216,PowerLaw,428.25,5.1386e-12,4.3969e-12,2.7899,4.7634e-12,2.7523,0.0761,4.5394e-12,2.6892,0.00171,0.6667,0.66,1126.83,9.466086,0.0825,NOT_BLL
137.24125,23.1944444444444,4.8252e-10,18.2402,PowerLaw,4683.68,5.8638e-12,2.4345e-14,1.8225,2.8312e-14,1.6908,0.1057,2.7753e-14,1.4298,0.00107,0.6667,2.52,470.23,16.354767,0.3038,BLL
117.321666666667,23.2336111111111,1.599e-10,7.1176,PowerLaw,4571.37,1.8173e-12,7.9748e-15,1.942,7.6967e-15,1.9556,-0.0198,7.9178e-15,1.9631,-5e-05,0.6667,0.12,180.79,5.387019,0,BLL
34.14125,23.2294444444444,2.5794e-10,10.6683,PowerLaw,4286.86,3.0689e-12,1.5124e-14,1.8532,1.9752e-14,1.6977,0.1817,1.8087e-14,1.415,0.0014,0.6667,2.15,252.65,10.905604,0,BLL
290.56625,23.2477777777778,5.4668e-10,9.3766,PowerLaw,3890.79,6.0984e-12,3.4667e-14,2.1133,4.1084e-14,2.0589,0.1147,4.0611e-14,1.7217,0.00153,0.6667,1.92,534.83,13.604571,0.3757,NOT_BLL
239.9775,23.3197222222222,4.9142e-10,14.2827,PowerLaw,1486.54,5.7926e-12,2.5307e-13,2.2561,2.5442e-13,2.2536,0.0043,2.5871e-13,2.1949,4e-04,0.6667,0.68,927.6,25.826893,0.3458,BLL
26.4825,23.3327777777778,1.7554e-10,5.3851,PowerLaw,1361.42,2.2716e-12,1.1631e-13,2.3781,1.3354e-13,2.3275,0.0902,1.2684e-13,2.1746,0.00149,0.6667,0.8,375.33,13.982453,0.5771,NOT_BLL
59.3016666666667,23.3469444444444,2.4883e-10,7.1313,PowerLaw,1795.75,2.9481e-12,8.3799e-14,2.2644,9.0242e-14,2.2499,0.0473,8.7412e-14,2.1589,0.00061,0.6667,0.63,410.61,7.983894,0,NOT_BLL
204.050833333333,23.335,1.6406e-10,7.8161,PowerLaw,2793.33,1.8343e-12,2.1238e-14,1.9978,2.6065e-14,1.6989,0.2323,2.536e-14,1.1858,0.00348,0.6667,1.75,204.88,17.412489,0.4556,BLL
10.5579166666667,23.3272222222222,4.0279e-10,14.3083,PowerLaw,1199.91,4.9686e-12,3.4941e-13,2.3219,3.9508e-13,2.2299,0.1204,3.8648e-13,1.9658,0.00301,0.6667,2.02,812.78,15.58679,0.2838,NOT_BLL
219.226666666667,23.3611111111111,3.453e-10,12.7324,PowerLaw,858.23,5.0402e-12,7.5485e-13,2.4924,8.0688e-13,2.4419,0.0623,8.0052e-13,2.2808,0.00217,0.6667,1.14,918.6,17.326958,0.2421,NOT_BLL
90.3704166666667,23.3477777777778,4.7918e-10,7.2509,PowerLaw,636.04,1.0091e-11,2.9238e-12,2.7547,3.734e-12,2.6425,0.2098,3.3496e-12,2.3809,0.00503,0.6667,1.55,1076.49,8.025483,0,NOT_BLL
233.6975,23.53,2.4453e-10,8.7354,PowerLaw,1002.28,3.2621e-12,3.4324e-13,2.4097,3.3835e-13,2.4189,-0.0094,3.4487e-13,2.4017,7e-05,0.6667,0.09,599.35,16.601191,0.3729,NOT_BLL
156.21,23.5461111111111,2.7715e-10,12.0716,PowerLaw,943.02,3.8251e-12,4.6185e-13,2.4426,4.6513e-13,2.4374,0.0065,4.7291e-13,2.3592,0.00074,0.6667,0.57,711.41,16.016748,0.3117,BLL
140.445833333333,23.6022222222222,3.6302e-10,14.3831,PowerLaw,2161.75,4.0323e-12,7.9222e-14,2.0616,7.9343e-14,2.0592,0.002,8.1406e-14,1.9683,0.00038,0.6667,0.76,503.32,20.841648,0.4123,BLL
50.5020833333333,23.5991666666667,1.4072e-09,33.4275,PowerLaw,2368.22,1.5775e-11,2.5305e-13,1.9861,2.5867e-13,1.9697,0.0134,2.6163e-13,1.8937,0.00034,0.6667,1.63,1557.6,17.656992,0.1547,BLL
171.004583333333,23.6158333333333,4.139e-10,14.1746,PowerLaw,1315.02,5.5032e-12,3.0152e-13,2.4064,3.0603e-13,2.4077,0.0099,3.0469e-13,2.3801,0.00021,0.6667,0.33,1013.14,16.901182,0.2362,NOT_BLL
162.17125,23.6797222222222,6.3794e-10,18.954,PLSuperExpCutoff,1012.92,5.0652e-12,7.0201e-13,2.2824,8.5127e-13,2.1509,0.1982,8.359e-13,1.5994,0.00691,0.6667,3.84,880.31,10.754513,0.1055,NOT_BLL
216.755833333333,23.8013888888889,1.1804e-08,156.3515,LogParabola,1204.57,1.2163e-10,6.5539e-12,1.8181,7.0347e-12,1.7052,0.0581,6.759e-12,1.6567,0.00072,0.6667,7.3,9360.26,250.67984,0.2224,BLL
198.687916666667,23.8125,1.2923e-09,38.307,LogParabola,1210.2,1.1024e-11,8.4632e-13,2.0407,9.2768e-13,1.8962,0.0968,9.0057e-13,1.7219,0.00197,0.6667,4.41,1324.91,35.257465,0.2555,BLL
125.225416666667,23.89,2.4168e-10,9.2383,PowerLaw,2139.35,2.7582e-12,5.4606e-14,2.1922,4.8546e-14,2.3028,-0.0725,5.437e-14,2.214,-7e-05,0.6667,0.16,399.71,14.167743,0.3502,BLL
354.153333333333,23.9422222222222,2.7454e-10,9.7996,PowerLaw,2024.81,3.0641e-12,6.9252e-14,2.1162,7.692e-14,2.0679,0.0658,7.4545e-14,1.9313,0.00094,0.6667,1.2,396.23,7.531623,0,NOT_BLL
333.019166666667,23.9333333333333,1.2429e-09,29.7716,LogParabola,1018.69,1.1246e-11,1.3461e-12,2.2122,1.5014e-12,2.1189,0.0968,1.4217e-12,2.0145,0.00155,0.6667,2.89,1631.44,7.402867,0,NOT_BLL
117.16375,24.0166666666667,6.7506e-10,19.7016,PowerLaw,1118.2,8.4455e-12,6.9747e-13,2.3394,7.4992e-13,2.2909,0.0611,7.3723e-13,2.1631,0.00143,0.6667,1.79,1408.29,137.672104,0.8212,NOT_BLL
17.33125,24.0236111111111,1.6124e-10,6.0502,PowerLaw,2530.35,1.8451e-12,2.5196e-14,2.1986,2.4209e-14,2.2381,-0.0308,2.6219e-14,2.0506,0.00055,0.6667,0.44,256.25,20.130144,0.7633,NOT_BLL
41.3545833333333,24.1497222222222,3.8103e-10,12.2615,PowerLaw,550.78,7.1118e-12,3.1506e-12,2.6761,3.5244e-12,2.6476,0.082,3.346e-12,2.5292,0.00221,0.6667,1.1,1298.3,107.838509,0.947,NOT_BLL
160.805416666667,24.1461111111111,7.566e-10,25.1759,PowerLaw,968.8,9.3394e-12,1.0793e-12,2.3227,1.1527e-12,2.2964,0.0508,1.1183e-12,2.2245,0.00091,0.6667,1.38,1565.14,46.256104,0.3595,NOT_BLL
343.8175,24.1852777777778,1.0185e-09,28.9896,PowerLaw,1568.33,1.1348e-11,4.3916e-13,2.1056,4.3837e-13,2.1073,-0.0013,4.4444e-13,2.0714,0.00017,0.6667,0.66,1376.49,19.564114,0.1906,BLL
127.701666666667,24.1727777777778,1.3951e-09,43.2379,LogParabola,517.59,1.8651e-11,1.1146e-11,2.5217,1.247e-11,2.4124,0.1305,1.2213e-11,2.1059,0.00607,0.6667,5.97,3590.22,1632.695557,1.5873,NOT_BLL
167.342083333333,24.1922222222222,3.4424e-10,14.9767,PowerLaw,3061.93,3.991e-12,3.7555e-14,1.8977,4.0085e-14,1.8416,0.0419,4.0281e-14,1.6928,0.00066,0.6667,1.51,376.75,9.922005,0.0953,BLL
194.419166666667,24.22,5.9422e-11,4.2946,PowerLaw,8926.59,8.455e-13,1.0936e-15,1.6543,1.2291e-15,1.5865,0.0737,1.2494e-15,1.3174,0.00069,0.6667,0.62,48.36,5.625223,0,BLL
242.652916666667,24.2444444444444,1.8862e-10,7.0513,PowerLaw,851.8,2.9736e-12,4.4197e-13,2.5548,3.7855e-13,2.6149,-0.0873,4.3374e-13,2.6166,-0.00049,0.6667,0.93,601.26,15.836369,0.401,NOT_BLL
57.4229166666667,24.1775,1.7632e-10,5.5335,LogParabola,790.36,2.4916e-12,4.8834e-13,2.6686,7.8549e-13,2.7338,0.4428,7.5558e-13,1.4742,0.01904,0.6667,2.75,477.32,24.226238,0.7097,NOT_BLL
31.0945833333333,24.2847222222222,1.2907e-10,5.9175,PowerLaw,4652.78,1.5049e-12,6.3982e-15,1.8871,8.82e-15,1.5726,0.3132,8.7455e-15,0.7081,0.00394,0.6667,2.16,133.63,19.299637,0.7668,BLL
177.602916666667,24.3016666666667,1.3701e-09,32.53,PowerLaw,1107.65,1.59e-11,1.3442e-12,2.2281,1.4513e-12,2.1925,0.0577,1.4378e-12,2.0395,0.00159,0.6667,3.19,2384,26.722923,0.1838,BLL
272.210833333333,24.3258333333333,2.0316e-10,6.642,PowerLaw,3408.4,2.2678e-12,1.7016e-14,2.1173,1.7005e-14,2.1173,2e-04,1.7295e-14,2.0781,0.00013,0.6667,0.24,288.33,14.145558,0.359,NOT_BLL
334.237916666667,24.3575,6.8482e-10,19.4171,PowerLaw,1223.24,8.22e-12,5.5644e-13,2.2845,5.9718e-13,2.2391,0.0556,5.8817e-13,2.1115,0.00126,0.6667,1.83,1236.75,41.267029,0.4497,BLL
75.2708333333333,24.4113888888889,1.8074e-10,6.4675,PowerLaw,5832.84,2.1258e-12,5.912e-15,1.8719,8.6616e-15,1.7979,0.2345,7.9653e-15,1.2362,0.00201,0.6667,2.12,156.3,4.457564,0,NOT_BLL
93.7395833333333,24.4475,2.6394e-10,4.8048,PowerLaw,2769.24,3.007e-12,3.3898e-14,2.1879,5.5759e-14,1.7316,0.6883,5.3529e-14,0.1854,0.0114,0.6667,2.82,286.19,6.805166,0,NOT_BLL
310.53625,24.4580555555556,4.9183e-10,15.4336,PowerLaw,3777.1,5.6585e-12,3.586e-14,1.9133,3.7041e-14,1.8987,0.0167,3.6109e-14,1.9006,3e-05,0.6667,0.15,488.95,14.318553,0.2472,BLL
100.216666666667,24.5422222222222,1.4513e-10,7.4289,LogParabola,5914.55,1.657e-12,5.2191e-15,1.737,8.6619e-15,1.4698,0.3676,7.8227e-15,0.6672,0.0032,0.6667,2.69,66.37,17.289461,0.6401,NOT_BLL
195.757083333333,24.5822222222222,1.85e-09,49.6263,LogParabola,867.9,1.6974e-11,2.8178e-12,2.1792,3.0127e-12,2.066,0.0815,2.9277e-12,1.9617,0.00173,0.6667,4.1,2529.84,233.03273,0.5388,BLL
186.11625,24.6141666666667,1.2362e-09,37.9718,PowerLaw,2216.48,1.4147e-11,2.5058e-13,1.9251,2.7058e-13,1.8651,0.0502,2.6032e-13,1.8234,0.00039,0.6667,1.93,1321.4,178.752869,0.7233,BLL
97.4083333333333,24.5877777777778,2.8739e-10,7.4804,PowerLaw,3250.3,3.2075e-12,2.7428e-14,2.0072,3.7483e-14,1.9158,0.2099,3.4272e-14,1.4652,0.00235,0.6667,2.36,293.18,18.57876,0.513,NOT_BLL
120.750833333333,24.6583333333333,1.0814e-10,5.0083,PowerLaw,4628.1,1.2179e-12,5.1892e-15,1.969,4.1057e-15,2.0792,-0.0873,5.2305e-15,1.9479,5e-05,0.6667,0.06,131.03,13.78913,0.612,BLL
299.528333333333,24.6416666666667,5.8428e-10,9.3603,PowerLaw,5365.28,6.4928e-12,1.9815e-14,2.0456,1.9528e-14,2.0446,-0.006,1.9416e-14,2.0815,-1e-04,0.6667,0.36,484.89,5.625231,0,NOT_BLL
126.107916666667,24.6708333333333,4.8925e-10,17.6147,PowerLaw,948.66,7.4673e-12,8.5528e-13,2.5293,8.2043e-13,2.5557,-0.0362,8.5494e-13,2.5288,0,0.6667,0.02,1431.5,196.857773,1.0761,NOT_BLL
153.19875,24.6638888888889,2.0211e-09,51.0948,LogParabola,618.66,1.9744e-11,7.6782e-12,2.3139,8.6848e-12,2.1691,0.1367,8.3909e-12,1.8999,0.00487,0.6667,7.43,3456.02,731.242371,0.8227,NOT_BLL
3.99166666666667,24.6805555555556,2.4848e-10,9.8267,PowerLaw,1757.81,2.9132e-12,8.7492e-14,2.2468,7.8194e-14,2.3193,-0.0691,8.6424e-14,2.2976,-2e-04,0.6667,0.44,449.6,17.136227,0.3733,BLL
183.0525,24.7127777777778,1.8526e-10,7.6133,PowerLaw,1923.28,2.0684e-12,5.213e-14,2.1183,6.6057e-14,1.9339,0.2176,6.1812e-14,1.5382,0.00336,0.6667,1.97,268.16,6.694714,0,NOT_BLL
34.7733333333333,24.7325,3.1911e-10,12.5533,PowerLaw,3796.04,3.6782e-12,2.3073e-14,1.9094,2.4367e-14,1.8911,0.0278,2.4381e-14,1.7922,0.00036,0.6667,0.99,342.05,12.647995,0.233,BLL
197.6525,24.8322222222222,2.6398e-10,12.0375,PowerLaw,2896.33,2.956e-12,3.1811e-14,1.9908,2.9281e-14,2.0542,-0.0427,3.0961e-14,2.0524,-0.00016,0.6667,0.55,329.87,7.696338,0,BLL
141.820833333333,24.9019444444444,1.2846e-10,5.6373,PowerLaw,1467.55,1.5527e-12,6.9119e-14,2.2945,8.2888e-14,2.1411,0.173,8.1265e-14,1.6916,0.00439,0.6667,1.4,261.36,4.92951,0,NOT_BLL
220.993333333333,25.0291666666667,5.2894e-09,53.8495,LogParabola,850.18,4.5466e-11,7.5088e-12,2.0921,8.4354e-12,1.9667,0.1003,8.0958e-12,1.8192,0.00226,0.6667,9.17,6171.16,2961.062256,1.4267,NOT_BLL
102.69875,25.0547222222222,3.7816e-09,76.0694,LogParabola,1964.84,4.6374e-11,8.6553e-13,1.7406,8.9975e-13,1.6805,0.0286,8.8047e-13,1.6454,0.00027,0.6667,3.4,2898.28,276.736145,0.479,BLL
341.165,25.0394444444444,2.0863e-10,8.1614,PowerLaw,2010.97,2.3539e-12,5.3764e-14,2.1606,6.7734e-14,1.8087,0.2961,6.4918e-14,1.2263,0.00518,0.6667,2.24,313.02,4.781226,0,BLL
105.376666666667,25.1961111111111,1.6656e-10,7.9047,PowerLaw,5257.54,1.9915e-12,6.7191e-15,1.8457,6.4734e-15,1.8711,-0.02,6.8903e-15,1.7809,0.00013,0.6667,0.33,164.04,7.038162,0,NOT_BLL
35.3808333333333,25.2305555555556,2.4388e-10,8.6989,LogParabola,2704.21,1.4741e-12,2.8957e-14,2.0221,4.3723e-14,1.7436,0.4094,4.1351e-14,0.7871,0.00661,0.6667,3.35,136.77,23.571115,0.5511,NOT_BLL
149.17625,25.2816666666667,6.7494e-10,25.4571,PowerLaw,583.91,1.0534e-11,4.1118e-12,2.547,4.556e-12,2.4878,0.0953,4.5112e-12,2.2268,0.00453,0.6667,3.33,2089.11,91.273323,0.4741,NOT_BLL
32.5308333333333,25.3047222222222,1.8604e-10,7.2051,PowerLaw,3317.52,2.0974e-12,1.7209e-14,1.9656,2.1264e-14,1.8695,0.1477,2.0208e-14,1.5462,0.00171,0.6667,1.67,215.91,8.506941,0,NOT_BLL
187.56,25.2983333333333,3.8548e-09,83.2937,LogParabola,811.26,3.6695e-11,6.2419e-12,2.0893,6.5566e-12,2.0009,0.0543,6.3978e-12,1.9321,0.00112,0.6667,5.05,4579.17,1731.687134,1.0899,BLL
18.95375,25.3325,1.7213e-09,42.7789,PowerLaw,2499.04,1.9762e-11,2.7674e-13,1.9179,2.7712e-13,1.917,8e-04,2.8391e-13,1.8485,0.00023,0.6667,1.57,1831.86,305.507019,0.811,BLL
201.954583333333,25.3822222222222,8.0197e-11,4.4069,PowerLaw,5786.79,9.9801e-13,2.806e-15,1.7917,3.3431e-15,1.4608,0.1631,3.2023e-15,1.2602,0.00102,0.6667,1.01,77.31,10.581162,0,BLL
154.365,25.6427777777778,5.7286e-11,6.4256,PowerLaw,16561.18,1.0725e-12,5.0996e-16,1.4397,9.0926e-16,1.092,0.4134,8.7654e-16,0.0211,0.00218,0.6667,2.27,39.22,11.694084,0,NOT_BLL
313.96,25.6738888888889,9.2142e-09,104.718,PLSuperExpCutoff,919.85,5.2666e-11,1.0125e-11,2.1699,1.6277e-11,1.8401,0.5873,1.5561e-11,0.3689,0.02148,0.6667,34.72,8077.34,9.421304,0.0038,NOT_BLL
108.375416666667,25.6316666666667,2.1621e-10,6.9278,PowerLaw,1642.47,2.4721e-12,8.7322e-14,2.1966,1.0931e-13,1.8612,0.2829,1.0655e-13,1.1702,0.0066,0.6667,2.44,356.3,6.094574,0,NOT_BLL
214.494166666667,25.7238888888889,1.8211e-10,13.6959,PowerLaw,12278.62,3.3429e-12,2.4608e-15,1.4539,3.1856e-15,1.3496,0.1167,2.9777e-15,1.1185,0.00049,0.6667,2,130.23,8.131951,0,BLL
182.444583333333,25.8008333333333,1.0316e-10,4.7247,PowerLaw,2435.93,1.1561e-12,1.7586e-14,2.1363,2.0324e-14,2.0282,0.1066,1.9847e-14,1.7943,0.0016,0.6667,0.88,154.23,8.177917,0,NOT_BLL
45.3104166666667,25.7752777777778,1.7476e-10,4.9465,PowerLaw,2980.55,1.9507e-12,1.9448e-14,2.1168,2.1209e-14,2.1171,0.0463,1.9674e-14,2.0867,0.00012,0.6667,0.16,240.11,6.605985,0,NOT_BLL
169.407083333333,25.8463888888889,2.7839e-10,11.3083,PowerLaw,1430.25,3.2417e-12,1.5497e-13,2.2346,1.5854e-13,2.2251,0.0151,1.5516e-13,2.2307,2e-05,0.6667,0.03,512.45,11.230433,0.2283,BLL
116.602083333333,25.7677777777778,2.3918e-10,14.9945,LogParabola,310.45,6.6904e-12,1.5023e-11,2.859,1.783e-11,2.6237,0.2597,1.7824e-11,1.8219,0.02323,0.6667,3.13,1466.82,87.515793,0.7248,NOT_BLL
174.217083333333,25.8463888888889,2.2632e-10,10.473,PowerLaw,3346.01,2.5759e-12,2.0706e-14,1.9384,1.9077e-14,1.9862,-0.0388,2.0547e-14,1.9545,-4e-05,0.6667,0.12,262.59,12.861668,0.2373,BLL
39.6991666666667,25.9238888888889,1.6143e-10,6.376,PowerLaw,5252.16,1.8371e-12,6.1618e-15,1.9388,5.6857e-15,1.9778,-0.0392,6.1944e-15,1.9346,1e-05,0.6667,0.03,173.47,8.360442,0,BLL
265.498333333333,25.93,1.3891e-10,5.3735,PowerLaw,2174.82,1.5808e-12,3.0264e-14,2.1851,3.3062e-14,0.9747,0.8046,3.5376e-14,0.0034,0.01171,0.6667,2.02,235.1,7.404143,0,NOT_BLL
60.8391666666667,26.0205555555556,1.9624e-10,5.4896,PowerLaw,771.58,3.2233e-12,6.0867e-13,2.5859,8.517e-13,2.5083,0.2787,8.0601e-13,1.8044,0.01054,0.6667,2.45,540.92,11.794084,0.428,NOT_BLL
24.7579166666667,26.0297222222222,1.8524e-10,6.2331,PowerLaw,1499.18,2.5234e-12,9.9132e-14,2.4303,9.6876e-14,2.4472,-0.0174,1.0081e-13,2.3905,0.00024,0.6667,0.19,429.71,19.181147,0.547,BLL
347.930833333333,26.0830555555556,3.1897e-10,11.0445,PowerLaw,1012.88,4.3388e-12,4.4226e-13,2.4288,4.7288e-13,2.3914,0.0504,4.7122e-13,2.2416,0.00165,0.6667,1.17,740.04,63.171928,0.9135,NOT_BLL
150.912083333333,26.0988888888889,2.326e-10,8.8394,PowerLaw,1422.27,2.7841e-12,1.337e-13,2.2803,1.5602e-13,2.1973,0.1422,1.4918e-13,1.9341,0.00274,0.6667,1.37,452.8,6.548903,0,BLL
42.75875,26.0936111111111,8.6473e-10,19.5315,PLSuperExpCutoff,1361.33,4.4849e-12,3.9887e-13,2.2527,6.4965e-13,1.9189,0.6528,6.2597e-13,0.2885,0.01864,0.6667,7.73,703.37,7.768151,0,NOT_BLL
38.2479166666667,26.1369444444444,1.7768e-10,7.1229,PowerLaw,4111.61,2.0078e-12,1.0813e-14,1.9583,1.2382e-14,1.8705,0.0902,1.2032e-14,1.679,0.00086,0.6667,1.1,198.46,8.629802,0,BLL
166.007083333333,26.1872222222222,1.4119e-10,7.1023,PowerLaw,3098.68,1.5762e-12,1.4835e-14,2.0058,1.7369e-14,1.8281,0.1342,1.6401e-14,1.7018,0.00108,0.6667,1.01,181.78,8.142278,0,NOT_BLL
323.25,26.1788888888889,2.9116e-10,6.8115,LogParabola,1399.41,2.1986e-12,1.4442e-13,2.4298,2.1154e-13,2.4607,0.3507,2.0744e-13,1.4061,0.01083,0.6667,2.93,384.63,8.070622,0,NOT_BLL
9.4825,26.2011111111111,1.5268e-10,5.7293,PowerLaw,890.96,2.2037e-12,3.0175e-13,2.4828,3.5469e-13,2.3657,0.1494,3.4838e-13,1.9806,0.00526,0.6667,1.42,419.92,5.426872,0,BLL
258.769583333333,26.27,1.1671e-10,4.2073,PowerLaw,1262.18,1.6653e-12,9.6721e-14,2.4728,1.0234e-13,2.4343,0.0434,1.0048e-13,2.3438,0.00086,0.6667,0.38,327.51,11.32287,0.1388,NOT_BLL
251.231666666667,26.3463888888889,2.2834e-10,10.6457,PowerLaw,423.3,5.0628e-12,4.4775e-12,2.7869,4.9023e-12,2.7273,0.0802,4.8026e-12,2.5551,0.00374,0.6667,1.42,1149.26,42.332447,0.5324,NOT_BLL
18.7783333333333,26.3733333333333,1.5966e-10,5.3633,PowerLaw,2453.49,1.8375e-12,2.6671e-14,2.2114,2.4109e-14,2.288,-0.056,2.7505e-14,2.0699,0.00049,0.6667,0.41,265.13,26.459324,0.7537,NOT_BLL
249.197916666667,26.4661111111111,3.2762e-10,12.3032,PowerLaw,1756.38,3.7093e-12,1.1344e-13,2.1711,1.2918e-13,2.0984,0.0979,1.2531e-13,1.8769,0.00177,0.6667,1.87,562.92,4.893196,0,BLL
127.87375,26.5247222222222,1.3849e-10,5.1827,PowerLaw,838.53,2.1671e-12,3.362e-13,2.549,3.5095e-13,2.5113,0.037,3.587e-13,2.2645,0.00257,0.6667,0.86,434.23,12.060793,0.3456,NOT_BLL
277.021666666667,26.5716666666667,1.5114e-10,5.3627,PowerLaw,4172.18,1.6935e-12,8.818e-15,1.9881,1.1602e-14,1.9209,0.197,1.2331e-14,1.0209,0.00445,0.6667,1.49,180.94,9.0599,0,NOT_BLL
177.14125,26.4986111111111,1.0154e-10,6.2287,PowerLaw,368.51,2.836e-12,3.6146e-12,2.9236,3.9994e-12,2.8319,0.1105,3.9408e-12,2.548,0.00673,0.6667,1.2,648.54,43.079617,0.8389,NOT_BLL
23.6270833333333,26.6294444444444,8.871e-10,25.4101,PowerLaw,2472.6,9.9417e-12,1.4644e-13,1.9873,1.5211e-13,1.9532,0.0257,1.5327e-13,1.8461,0.00052,0.6667,1.71,1043.33,10.868563,0.0904,NOT_BLL
229.260416666667,26.6508333333333,2.2464e-10,9.1245,PowerLaw,1556.94,2.6691e-12,1.0467e-13,2.269,1.0843e-13,2.2481,0.0238,1.086e-13,2.1497,0.00069,0.6667,0.72,439.39,19.27632,0.5303,NOT_BLL
255.558333333333,26.7116666666667,2.5638e-10,10.0721,PowerLaw,2408.13,2.8629e-12,4.4808e-14,2.1191,4.8593e-14,2.0851,0.056,4.6854e-14,1.9986,0.00055,0.6667,0.79,406.61,23.903,0.4414,BLL
95.1766666666667,26.7291666666667,1.6683e-10,9.853,PowerLaw,15866.01,2.7231e-12,1.3896e-15,1.5413,1.6303e-15,1.5336,0.0614,1.4922e-15,1.4395,0.00014,0.6667,0.62,111.76,14.216949,0.3965,NOT_BLL
223.548333333333,26.7869444444444,1.5112e-10,6.0076,PowerLaw,2234.57,1.6969e-12,3.099e-14,2.1439,3.2887e-14,2.1132,0.0391,3.186e-14,2.0669,0.00035,0.6667,0.35,243.78,3.303242,0,NOT_BLL
117.86625,26.9275,1.1308e-10,4.7148,PowerLaw,2459.57,1.2577e-12,1.891e-14,2.0906,2.956e-14,1.9106,0.4298,2.7664e-14,0.8911,0.00744,0.6667,2.03,165.01,19.457815,0.5288,NOT_BLL
74.0675,27.0402777777778,7.6931e-10,11.7652,LogParabola,1268.96,6.835e-12,5.2304e-13,2.398,6.4812e-13,2.3193,0.1733,6.2795e-13,1.8889,0.00457,0.6667,2.68,924.75,56.355442,0.8454,NOT_BLL
267.047916666667,27.0488888888889,1.9538e-10,7.3918,PowerLaw,2089.02,2.2668e-12,4.6629e-14,2.2277,4.314e-14,2.2596,-0.0416,4.6189e-14,2.2379,-5e-05,0.6667,0.1,351.36,20.791073,0.6851,NOT_BLL
26.15,27.09,5.9741e-09,100.8238,LogParabola,759.53,5.4343e-11,1.159e-11,2.1364,1.2696e-11,2.0329,0.084,1.2215e-11,1.9149,0.00194,0.6667,8.51,7368.84,263.327759,0.2692,BLL
119.725833333333,27.0652777777778,4.781e-10,17.5447,PowerLaw,1526.51,5.3844e-12,2.2294e-13,2.1547,2.3855e-13,2.103,0.0521,2.383e-13,1.9488,0.00134,0.6667,1.23,771.48,11.408124,0.1511,BLL
104.573333333333,27.15,1.5761e-10,5.2796,PowerLaw,1838.85,1.845e-12,5.0128e-14,2.2442,5.0622e-14,2.2405,0.0062,5.2534e-14,2.0871,0.00115,0.6667,0,275.14,15.197282,0.289,NOT_BLL
227.204583333333,27.1408333333333,2.4596e-10,10.1312,PowerLaw,2627.52,2.7332e-12,3.593e-14,2.0458,3.3638e-14,2.0812,-0.0357,3.5867e-14,2.0466,0,0.6667,0,342.38,7.582854,0,BLL
241.645,27.2972222222222,1.5327e-10,6.7362,PowerLaw,603.87,2.8688e-12,9.9277e-13,2.678,8.8383e-13,2.7596,-0.08,9.8402e-13,2.7109,-0.00033,0.6667,0.3,634.4,15.312374,0.4387,NOT_BLL
136.00875,27.4041666666667,1.7385e-10,9.6458,PowerLaw,396.8,3.8916e-12,4.1178e-12,2.7928,4.8585e-12,2.6866,0.1743,4.721e-12,2.2692,0.01002,0.6667,2.08,898.7,24.915007,0.4734,NOT_BLL
145.49375,27.4136111111111,2.948e-10,12.6434,PowerLaw,850.34,4.0273e-12,6.2732e-13,2.4329,7.042e-13,2.3973,0.0955,6.7728e-13,2.2194,0.0025,0.6667,1.26,775.17,22.846586,0.4327,BLL
358.526666666667,27.3494444444444,1.8892e-10,7.1207,PowerLaw,1583.55,2.2079e-12,8.3951e-14,2.2413,9.7002e-14,2.1029,0.1263,9.6862e-14,1.6757,0.00353,0.6667,1.75,339.83,4.970427,0,BLL
