u.mag,g.mag,r.mag,i.mag,z.mag,redshift,redshift.err,class
18.28083,17.00366,16.81819,16.78367,16.80276,0.0004078264,9.257575e-06,STAR
18.46112,17.35177,17.18455,17.17692,17.1704,0.0008202082,1.328931e-05,STAR
21.34935,19.12045,17.88143,17.27502,16.8605,-8.610135e-06,1.133742e-05,STAR
19.52831,18.30287,18.28388,18.3263,18.27835,0.0006427304,1.692866e-05,STAR
18.36561,17.15727,16.68746,16.50109,16.43805,0.0002063148,9.308849e-06,STAR
18.73444,17.83953,17.54293,17.40084,17.36339,0.0004877588,2.354311e-05,STAR
20.26701,19.30393,19.17076,19.18576,19.26126,-0.0003726894,9.854483e-05,STAR
18.73765,17.82358,17.49055,17.394,17.379,-4.646723e-05,1.716543e-05,STAR
16.79562,15.65611,15.77607,15.90104,16.00818,0.0005186099,5.764583e-06,STAR
20.02473,18.92909,18.92546,19.05607,19.12843,0.0006015539,4.650153e-05,STAR
16.60268,15.34053,15.41666,15.52524,15.57152,-0.0008338468,4.646632e-06,STAR
19.3421,18.41314,18.2314,18.21758,18.26231,-2.768553e-06,3.625554e-05,STAR
16.31384,15.23846,15.20493,15.22035,15.29832,0.0001123596,5.532982e-06,STAR
18.44411,17.49785,17.21158,17.09322,17.10123,0.0003972745,1.522037e-05,STAR
17.74412,16.54639,16.70496,16.842,16.95576,0.001008813,7.258327e-06,STAR
17.65338,16.62835,16.57737,16.65401,16.72798,-0.0001936138,8.231352e-06,STAR
18.61924,17.6562,17.29105,17.14874,17.11648,0.0001331698,1.192113e-05,STAR
19.5823,18.43453,18.47322,18.48586,18.44044,0.0001233216,3.991819e-05,STAR
17.45606,16.31542,16.4768,16.62211,16.72098,0.0007576031,7.039205e-06,STAR
20.04808,19.01253,18.93059,18.94173,18.98915,0.0001690611,4.463875e-05,STAR
21.62027,19.67324,18.90081,18.64799,18.54925,0.0001785334,1.629897e-05,STAR
18.58666,17.78215,17.51399,17.72402,17.40114,9.043571e-05,2.622293e-05,STAR
20.58564,19.26787,19.47864,19.68215,19.83188,0.0001140304,5.529236e-05,STAR
18.33889,17.15707,17.38866,17.54615,17.67031,0.0003879221,9.479028e-06,STAR
20.60504,19.46699,19.60248,19.63868,19.70267,0.0003921259,6.197117e-05,STAR
17.18218,15.93642,15.47298,15.28821,15.22266,6.488022e-05,8.675009e-06,STAR
18.27269,17.09994,16.91879,16.8693,16.90503,-9.652469e-05,1.644307e-05,STAR
17.41326,16.29079,15.86198,15.67746,15.59666,-1.338295e-05,8.897851e-06,STAR
17.62576,16.68499,16.34892,16.20021,16.17029,-9.164128e-05,9.274117e-06,STAR
19.53362,18.38272,18.40753,18.45961,18.51861,-0.0001362125,2.425516e-05,STAR
18.49113,17.56138,17.28782,17.14906,17.16959,0.0003957355,1.293267e-05,STAR
18.09111,17.12782,16.83698,16.69783,16.64751,1.981362e-05,1.200849e-05,STAR
19.75262,19.80223,20.32817,20.6293,20.10229,0.0001182329,0.0001420298,STAR
18.91668,17.7609,17.77074,17.82499,17.91411,-0.0004194255,1.544901e-05,STAR
17.18059,16.04066,15.62128,15.47083,15.40232,-5.450741e-05,1.044957e-05,STAR
20.22542,19.33999,19.18148,19.18574,19.17098,9.782914e-05,6.35224e-05,STAR
20.17193,18.97731,18.78591,18.70053,18.63291,6.272751e-05,3.936028e-05,STAR
16.55851,15.44157,14.98274,14.81856,14.75962,0.0002231223,7.981149e-06,STAR
18.69189,17.52593,17.14123,16.99385,16.97007,-0.0002390416,1.110084e-05,STAR
18.3604,17.95893,18.07655,18.21336,18.45602,-5.440615e-05,3.44852e-05,STAR
17.56974,15.31516,14.42899,14.131,13.97501,-6.791623e-05,7.066427e-06,STAR
18.35313,17.32799,16.95621,16.82037,16.7442,5.262186e-05,1.199095e-05,STAR
20.63654,18.9748,18.30485,18.04102,17.89981,-6.596607e-05,1.163897e-05,STAR
17.05976,15.1672,14.46402,14.18132,14.02761,-0.0001186891,1.02212e-05,STAR
19.18076,18.14585,17.98386,17.90093,17.91421,-2.544977e-05,2.863018e-05,STAR
19.39086,18.39271,17.87147,17.77375,17.62038,-8.928933e-05,7.944664e-06,STAR
18.83404,17.70072,17.3082,17.14679,17.05963,-6.342371e-05,1.353376e-05,STAR
20.64931,18.02393,16.66689,15.77526,15.26014,-0.0001392436,8.866704e-06,STAR
20.03612,18.86938,18.39108,18.23215,18.10742,0.0008579766,3.28043e-05,STAR
20.42445,19.18474,18.91173,18.82557,18.70238,0.0001598095,4.173862e-05,STAR
17.62697,16.5508,16.20497,16.06281,16.05098,-7.902588e-05,9.988389e-06,STAR
18.25606,17.07746,16.94644,16.92339,16.9486,0.0004530442,1.092347e-05,STAR
17.54254,16.45645,16.14308,15.93573,15.90862,-0.0001316473,9.586967e-06,STAR
18.97607,17.98928,17.63879,17.52722,17.49242,9.138618e-05,1.795275e-05,STAR
20.78826,19.37004,18.83953,18.8992,18.56327,0.0006323549,4.548506e-05,STAR
19.07437,17.85083,17.36364,17.18976,17.13448,0.0002075719,1.023151e-05,STAR
19.26635,17.16443,16.26453,15.8975,15.76437,-6.055953e-05,8.423012e-06,STAR
18.06704,16.97013,16.54925,16.41759,16.33213,0.0002053882,8.209177e-06,STAR
20.51645,19.46206,19.4136,19.46407,19.44211,-0.0002779104,5.23898e-05,STAR
20.26849,18.81061,18.14589,17.8737,18.08907,0.000249916,1.462052e-05,STAR
19.86764,18.84005,18.90373,18.9368,19.03128,0.0001094757,3.230296e-05,STAR
16.72834,15.60131,15.24854,15.10703,15.09098,-7.69866e-05,7.504418e-06,STAR
20.32912,19.41815,19.27577,19.25227,19.28452,-0.0004937263,5.762352e-05,STAR
19.67789,18.42533,18.66875,18.69303,18.7002,-0.0003799782,3.006925e-05,STAR
19.3857,18.14638,17.66859,17.48333,17.38946,6.526825e-05,1.022216e-05,STAR
17.21135,15.90956,15.4455,15.2384,15.17031,0.0004765458,8.737112e-06,STAR
19.05933,18.09655,18.00476,17.99543,18.0472,-0.0005592915,1.838338e-05,STAR
17.41656,16.31075,16.02008,15.92503,15.90038,-0.0002165919,8.680139e-06,STAR
18.72389,17.83699,17.5664,17.46843,17.42865,0.0004406279,2.48575e-05,STAR
18.70189,17.4828,17.12301,16.9868,16.93283,-0.000242388,1.04866e-05,STAR
18.55926,18.10901,18.04258,18.03608,18.14461,8.08619e-05,4.417611e-05,STAR
20.14791,18.98473,19.00869,19.1228,19.1146,-0.0005699341,3.136291e-05,STAR
20.73205,19.68247,19.26629,19.06913,19.05213,0.0004729004,3.536187e-05,STAR
18.88654,17.7676,17.90616,18.04126,18.1181,-0.0005253587,1.109587e-05,STAR
17.95479,16.81992,16.91961,17.00723,17.05859,-0.0006268431,6.934205e-06,STAR
20.45929,19.16862,19.30521,19.36885,19.60529,0.0001115615,3.084336e-05,STAR
17.47682,16.33001,16.38825,16.48785,16.57543,0.0002365383,5.593841e-06,STAR
22.07318,20.90898,20.05012,19.47459,19.0291,0.0004047286,5.733526e-05,STAR
20.45992,19.54378,19.75596,19.92719,20.14801,8.651422e-05,4.891036e-05,STAR
20.32558,19.08913,18.47069,18.53185,18.14682,0.0003650275,1.798239e-05,STAR
19.09389,18.2261,18.02206,17.97873,17.96899,7.586159e-05,2.940801e-05,STAR
18.81858,17.61907,17.12546,16.97818,16.95994,-1.0237e-05,8.614135e-06,STAR
22.09489,21.6419,19.81089,18.67013,17.78106,0.0001282093,1.929421e-05,STAR
20.62936,19.54604,19.32875,19.05953,18.87223,0.0001444915,3.333999e-05,STAR
18.95502,17.86927,18.06199,18.2083,18.39833,0.001153563,1.350274e-05,STAR
20.30511,18.98631,19.09833,19.22417,19.31438,1.637404e-05,2.894823e-05,STAR
20.37243,19.46342,19.26161,19.16154,19.13202,-5.558312e-05,7.30228e-05,STAR
18.86725,17.73779,17.77645,17.84665,17.91205,-0.0003578933,1.259815e-05,STAR
17.939,17.00559,16.74944,16.68709,16.687,-0.000588915,1.274374e-05,STAR
17.02856,16.15892,16.02598,16.02873,16.06921,-0.0003830112,7.407721e-06,STAR
19.80459,18.68108,18.98522,19.26435,19.29475,-0.0003709309,2.714133e-05,STAR
20.42845,19.2317,18.94287,18.83286,18.79319,-0.0001001269,2.388101e-05,STAR
18.4747,17.31451,16.89219,16.70519,16.7143,3.619499e-05,9.043802e-06,STAR
20.16422,19.0301,19.1484,19.24637,19.29255,-2.619549e-05,3.086907e-05,STAR
19.73331,18.58751,18.57175,18.55944,18.63528,-0.0006019981,2.438136e-05,STAR
20.49962,19.55618,19.29867,19.26017,19.22346,5.164485e-06,7.194452e-05,STAR
20.08659,19.13163,19.03398,18.98715,19.0805,0.0006642948,5.041525e-05,STAR
20.13825,19.13815,18.84077,18.75063,18.68299,7.958156e-05,3.522148e-05,STAR
19.65492,18.55447,18.3724,18.31949,18.30437,0.0002772736,2.639807e-05,STAR
17.15005,15.88152,16.01217,16.12917,16.21738,0.0002375908,4.689766e-06,STAR
19.97403,19.14597,18.91225,18.82424,18.72059,-0.0006879056,6.169337e-05,STAR
24.48373,24.52095,23.12123,20.32383,18.82016,3.227572e-05,6.516636e-05,STAR
19.77501,19.23494,19.3406,19.52073,19.74118,-0.0003570361,6.80315e-05,STAR
17.4765,16.17723,15.65946,15.45759,15.34161,0.0001911218,7.24457e-06,STAR
20.12747,18.97709,18.88397,18.88681,19.04703,0.0006273192,3.5675e-05,STAR
19.96689,18.72651,18.61279,18.61612,18.57784,-0.0001315162,5.82064e-05,STAR
18.69884,17.6928,17.60531,17.61505,17.62944,0.0001880947,1.813786e-05,STAR
20.5168,18.84733,18.1556,17.8715,17.737,5.43005e-05,1.150085e-05,STAR
19.41564,18.39482,18.27527,18.24867,18.26199,0.000859628,2.452921e-05,STAR
17.77949,16.50081,15.98185,15.85172,15.76068,-0.0002568197,8.494755e-06,STAR
22.32174,20.34695,18.99957,18.166,17.62306,5.667837e-05,1.924085e-05,STAR
17.3316,16.08912,15.62996,15.48339,15.39569,-2.001234e-05,8.918933e-06,STAR
20.61584,18.15185,17.13708,16.73632,16.49363,0.0001508955,9.417749e-06,STAR
19.08326,18.00506,17.99567,18.08859,18.16239,0.0002990527,1.845946e-05,STAR
20.16601,19.38376,19.09905,19.00058,18.92029,0.0005377822,8.040082e-05,STAR
24.34864,23.67571,22.17043,19.3201,17.71004,-8.77304e-05,3.748653e-05,STAR
19.87958,18.73903,18.48943,18.37829,18.37304,-0.0001612356,6.927182e-05,STAR
21.60533,18.99967,17.59176,16.89683,16.49142,-4.781681e-05,1.084301e-05,STAR
19.37546,18.28308,17.87912,17.74922,17.73365,0.0003616003,2.040306e-05,STAR
19.87072,18.8352,18.39765,17.88137,17.34775,-0.0001030386,5.303322e-05,STAR
17.78569,17.42936,17.49711,17.59514,17.72713,-7.350708e-05,2.636157e-05,STAR
18.77491,17.58621,17.17273,17.09519,16.98397,-0.0001869747,1.057213e-05,STAR
18.48098,17.27171,17.09552,17.07446,17.09055,0.0006417328,1.370922e-05,STAR
17.45884,16.3589,15.94823,15.80447,15.76723,-0.000145564,1.082687e-05,STAR
18.7043,17.50829,17.40354,17.42314,17.44151,-0.0008804476,1.123608e-05,STAR
20.31789,19.30538,19.22513,19.2194,19.35466,-0.0005380129,5.330581e-05,STAR
19.17505,18.16821,18.0563,18.02755,18.08871,-0.0003654212,2.405064e-05,STAR
17.67391,16.58567,16.50533,16.56861,16.62511,0.0001397503,7.594683e-06,STAR
18.93392,17.55845,17.86309,16.81845,16.73532,-1.212459e-05,8.466294e-06,STAR
20.49308,19.22914,18.97612,18.88377,18.88457,4.449054e-05,3.490979e-05,STAR
18.41607,17.48955,17.26465,17.1396,17.13477,-0.00022828,2.179585e-05,STAR
18.19514,16.96813,16.53609,16.40213,16.31729,-3.675487e-05,9.549663e-06,STAR
18.54524,17.43889,16.97164,16.76443,16.70717,-1.628178e-05,1.065164e-05,STAR
17.97642,16.99406,16.75998,16.62899,16.73161,-4.115054e-05,9.021336e-06,STAR
21.4035,19.73548,19.159,18.95492,18.8187,7.317156e-05,1.995264e-05,STAR
18.72844,17.59439,17.51884,17.39425,17.52235,-5.76608e-05,1.951646e-05,STAR
19.51218,18.99005,18.84945,18.84188,18.8801,-0.0003014776,5.194097e-05,STAR
18.89578,17.71876,17.66893,17.70651,17.75566,0.0003067647,1.676712e-05,STAR
20.36397,19.33833,19.09738,19.05841,19.029,-0.0001479507,7.103804e-05,STAR
16.60644,15.56408,15.21295,15.09682,15.09448,3.009666e-05,8.827718e-06,STAR
20.40072,19.21053,19.3548,19.50411,19.60449,-0.0002508752,3.781255e-05,STAR
17.41321,16.30317,15.87046,15.73293,15.69639,6.541377e-05,8.788651e-06,STAR
17.55866,16.56906,16.37406,16.30625,16.3339,-0.0002082171,9.075537e-06,STAR
19.11494,18.02407,18.20786,18.39707,18.46365,0.0002371987,1.686295e-05,STAR
23.3626,21.64844,20.30751,19.97066,19.28269,0.0002083956,6.0437e-05,STAR
19.55328,18.60928,18.39578,18.36277,18.38648,0.0002643732,3.167675e-05,STAR
25.17962,23.34535,21.46558,18.48498,16.73014,5.110327e-05,1.364066e-05,STAR
18.49907,17.49348,17.33407,17.28666,17.28936,0.0003228329,1.478982e-05,STAR
17.7845,16.6825,16.68994,16.74919,16.85615,-0.0001739029,7.897242e-06,STAR
18.83352,17.80271,17.42901,17.31131,17.22715,0.0003468973,1.349193e-05,STAR
20.16378,18.44141,17.71633,17.37893,17.20518,0.0001639442,9.988917e-06,STAR
19.32964,18.34226,18.19017,18.12518,18.14161,-0.0008485969,2.64323e-05,STAR
18.34214,17.28184,17.10535,17.03648,17.07636,-0.0002087198,1.209411e-05,STAR
20.5285,19.55122,19.35842,19.21615,19.30382,0.0009070918,7.488597e-05,STAR
21.33077,18.93973,17.85441,17.46882,17.22774,-0.0001324863,9.935543e-06,STAR
23.50396,20.5526,19.52865,19.40186,18.83776,0.0005524358,2.731947e-05,STAR
20.20627,19.01493,18.85849,18.74447,18.69458,0.0004553377,3.247339e-05,STAR
17.18193,16.81078,16.91802,17.05643,17.29586,1.11085e-05,1.554561e-05,STAR
20.40932,19.07494,18.93698,18.92704,18.92806,-4.883411e-05,2.862172e-05,STAR
20.41869,19.22064,18.98433,18.88954,18.89075,8.51186e-05,4.586485e-05,STAR
24.32775,22.70636,21.84321,19.38762,18.01494,-0.0004191546,2.704164e-05,STAR
18.97475,17.82043,17.64165,17.55474,17.5516,-0.0003997378,2.240118e-05,STAR
20.39315,19.20126,19.35365,19.53701,19.47623,4.666902e-05,3.597373e-05,STAR
20.55325,18.79811,18.11304,17.70004,17.67205,-0.0002897677,1.283245e-05,STAR
17.37852,16.42617,16.14042,15.99862,15.96769,-0.0001146265,1.082711e-05,STAR
19.22943,19.37645,19.65459,19.96089,20.11373,-0.0001217844,0.0001007134,STAR
20.95453,20.37668,20.6609,20.97821,21.71095,-0.001043859,0.0002835567,STAR
19.82344,18.77954,18.74689,18.7442,18.7941,3.451435e-05,3.085466e-05,STAR
18.45745,17.39776,17.30693,17.34461,17.4096,0.0001807399,1.301676e-05,STAR
19.0138,18.60191,18.27667,18.24333,18.33091,0.0002133708,7.950466e-05,STAR
16.57228,15.3405,14.874,14.67485,14.60987,-0.0001281269,9.333566e-06,STAR
19.49798,18.50358,18.35578,18.31548,18.35497,-0.0002624853,2.684435e-05,STAR
17.69904,17.26476,17.1414,17.10893,17.20256,0.0001236428,3.001655e-05,STAR
22.13078,20.34054,19.58148,19.27852,19.10071,6.085339e-05,2.96922e-05,STAR
25.40306,22.43903,20.71209,18.10784,16.5979,-1.658796e-05,1.409887e-05,STAR
18.63685,17.67582,17.34915,17.22947,17.19086,-4.045782e-05,1.467144e-05,STAR
17.11999,15.92097,16.05132,16.18988,16.27159,-0.0001280625,5.061586e-06,STAR
19.21682,18.23162,18.12289,18.06173,18.17063,-0.0001108795,2.633311e-05,STAR
16.79492,16.36825,16.53799,16.71995,16.95238,1.043275e-05,1.419756e-05,STAR
19.02348,17.71876,17.23015,16.99881,16.9075,-0.000214612,1.065676e-05,STAR
20.06971,18.99489,18.99301,19.02674,19.10111,-0.0003354948,3.498071e-05,STAR
17.67971,16.43597,16.40188,16.45385,16.47479,0.0005294185,8.829154e-06,STAR
20.09672,18.89886,18.89249,18.95955,18.98889,0.0004673481,3.244114e-05,STAR
19.41505,18.44971,18.23161,18.13424,18.16663,0.0003801969,3.150117e-05,STAR
21.71371,19.18759,17.83612,17.00833,16.53395,-4.122659e-05,1.188886e-05,STAR
20.88301,19.15599,18.38311,18.03715,17.84064,-1.580177e-06,1.308278e-05,STAR
22.14813,19.64172,18.22672,17.14951,16.56389,0.0001145938,1.353802e-05,STAR
20.28749,18.44919,17.81166,17.57679,17.49095,1.043262e-05,9.470777e-06,STAR
19.98049,18.46972,17.94446,17.75562,17.65221,0.0001430127,1.394108e-05,STAR
20.90954,19.06968,18.31796,18.0105,17.79494,-6.259785e-05,1.423576e-05,STAR
21.90327,19.21756,17.80529,16.96877,16.49046,-1.668192e-05,1.073946e-05,STAR
22.51831,19.40464,18.04958,17.46046,17.10736,-0.000155237,1.279712e-05,STAR
20.03762,18.54695,17.94456,17.70799,17.59645,-6.749605e-05,1.137162e-05,STAR
22.12509,19.73814,18.41311,17.39781,16.85516,-3.739004e-05,1.485496e-05,STAR
21.20216,19.2409,18.25441,17.83254,17.60371,-1.910968e-05,1.396762e-05,STAR
20.64708,18.58112,17.75409,17.43763,17.23841,-4.063076e-05,9.071909e-06,STAR
20.97874,19.1317,18.36028,18.08934,17.92548,7.219792e-05,1.314217e-05,STAR
19.59212,18.56625,18.19931,18.06041,17.98392,-0.0003270063,2.716397e-05,STAR
21.9183,19.65486,18.27745,16.96803,16.25849,7.72111e-05,1.685814e-05,STAR
19.52206,18.50124,18.23157,18.12255,18.08416,-0.0003125547,2.22233e-05,STAR
20.35076,19.02192,18.47729,18.2283,18.10746,-0.0001990748,1.402673e-05,STAR
19.81589,18.67213,18.29871,18.16561,18.0581,6.925466e-05,1.610619e-05,STAR
21.79495,19.37892,18.01344,16.93731,16.36479,-6.395725e-05,1.484088e-05,STAR
19.62511,18.2951,17.78618,17.58375,17.49001,0.000175259,1.186082e-05,STAR
22.2454,19.7754,18.4994,17.92295,17.5754,-0.0001289794,1.197052e-05,STAR
19.08738,18.11349,17.70563,17.53172,17.49442,0.0005217018,1.481057e-05,STAR
19.74424,18.52102,18.02504,17.84072,17.72,0.0001621208,1.345467e-05,STAR
21.188,19.00095,18.10983,17.75681,17.49065,0.0001600577,1.372023e-05,STAR
21.87024,19.29605,17.95938,16.9361,16.39778,0.0001756395,1.687418e-05,STAR
21.56196,19.07042,17.73272,16.64946,16.08037,0.0001065093,1.977845e-05,STAR
19.36504,18.1693,17.72159,17.51054,17.38245,-0.0003572485,1.868008e-05,STAR
20.51602,18.62502,17.91469,17.70192,17.48324,8.844092e-05,1.139063e-05,STAR
19.57772,18.61321,18.251,18.12886,18.09868,7.482107e-05,2.621525e-05,STAR
21.31653,18.99333,17.96683,17.56443,17.32199,0.0002351984,9.345823e-06,STAR
20.5396,18.63988,17.86748,17.58214,17.44314,-6.814536e-05,1.062435e-05,STAR
20.52102,18.66383,17.85453,17.57598,17.38898,-7.673664e-05,1.084107e-05,STAR
21.03012,19.02415,18.16425,17.845,17.63958,-5.364411e-05,1.316314e-05,STAR
21.96125,19.54778,18.50873,18.18244,17.89649,0.0001264544,1.847725e-05,STAR
20.55229,19.09785,18.53285,18.27329,18.16742,0.0007595849,2.565663e-05,STAR
22.77107,20.03725,18.56524,17.20926,16.48768,1.502957e-05,1.517006e-05,STAR
21.39849,19.38945,18.43677,18.06987,17.83748,2.273522e-05,1.322318e-05,STAR
21.60061,19.55347,18.42227,17.90685,17.6061,0.0001124914,1.628197e-05,STAR
21.33654,19.37335,18.43451,18.11915,17.84678,0.0001538908,1.566636e-05,STAR
21.3147,19.02523,17.77209,17.22214,16.80701,-7.003165e-05,1.110542e-05,STAR
22.0378,19.48777,18.07566,17.26077,16.75778,-7.326515e-05,1.285834e-05,STAR
20.34764,18.64004,17.94832,17.70903,17.5703,-2.075571e-05,1.093621e-05,STAR
19.99232,18.92364,18.52997,18.3573,18.33886,4.363484e-05,2.288796e-05,STAR
22.16856,19.85604,18.3924,16.96837,16.23447,8.00723e-05,2.155386e-05,STAR
20.96296,18.97742,18.13042,17.75468,17.57152,0.0004010858,1.28924e-05,STAR
22.88024,19.78059,18.31511,16.86132,16.10888,-1.371155e-05,2.16546e-05,STAR
22.2333,19.78458,18.46707,17.15948,16.4487,-3.054076e-05,2.366216e-05,STAR
21.68879,19.41474,17.99735,17.30318,16.85045,3.387464e-06,1.280739e-05,STAR
21.64212,19.12736,17.78216,16.68014,16.06623,-0.0001246734,1.898618e-05,STAR
21.70687,19.33449,18.04991,17.59015,17.35395,2.375804e-05,9.615233e-06,STAR
22.02961,19.731,18.38296,17.77644,17.41837,-1.392292e-05,1.663264e-05,STAR
22.67385,19.77868,18.42096,17.30068,16.72326,0.0001194761,1.830077e-05,STAR
20.65547,19.13336,18.499,18.22183,18.10684,0.0008195155,2.157617e-05,STAR
22.74423,19.76339,18.29325,16.91721,16.15835,7.788981e-05,2.159695e-05,STAR
21.44194,19.09803,17.8622,17.33613,17.00804,-7.472335e-05,1.006049e-05,STAR
20.38619,18.73002,17.99492,17.71408,17.55409,0.0001461228,1.044845e-05,STAR
20.26393,18.42866,17.69777,17.44623,17.33288,-0.0001064983,8.398034e-06,STAR
22.27642,19.6684,18.55443,18.11423,17.82105,0.0001139279,1.315691e-05,STAR
22.3078,19.41163,18.02743,17.45973,17.08615,5.771063e-05,1.165921e-05,STAR
21.74207,19.37025,18.01886,16.94969,16.34139,0.0001194597,1.831242e-05,STAR
21.41109,19.07802,17.84592,17.35042,17.08169,9.157402e-05,1.246366e-05,STAR
21.70828,19.16539,17.91615,17.37875,17.03872,-5.161365e-07,1.174607e-05,STAR
22.63914,19.85744,18.37263,16.85397,16.01722,-9.127253e-05,1.990168e-05,STAR
21.02678,19.03813,18.10458,17.6759,17.45259,0.0003480748,1.679977e-05,STAR
22.83097,20.12104,18.55797,17.00818,16.15363,-4.339604e-05,1.640534e-05,STAR
22.22924,19.69489,18.41481,17.82159,17.46163,7.843255e-05,1.953743e-05,STAR
22.43795,19.74852,18.29335,17.44415,16.99745,4.549051e-06,1.395305e-05,STAR
20.0841,18.93351,18.39383,18.14622,18.03753,0.0001259771,3.305265e-05,STAR
19.8373,18.75487,18.30692,18.17897,18.13518,0.0001830788,1.815597e-05,STAR
21.40656,19.31684,18.25448,17.82275,17.57351,0.0005042777,1.717742e-05,STAR
20.71947,18.75109,18.00311,17.74849,17.58579,2.224622e-05,1.016631e-05,STAR
21.21766,18.81878,17.75692,17.35665,17.09952,0.000206912,9.828198e-06,STAR
21.8651,19.42506,18.13039,17.53902,17.24602,-3.972853e-05,1.372522e-05,STAR
21.52829,19.41199,18.2604,17.81823,17.55939,-4.93286e-05,1.314532e-05,STAR
22.50411,19.89833,18.43207,17.56387,17.04392,7.114455e-05,1.168479e-05,STAR
20.34832,18.9066,18.39519,18.2074,18.07807,9.712642e-05,1.838896e-05,STAR
19.43548,18.34638,17.94708,17.75624,17.7264,0.0001120909,1.572443e-05,STAR
22.28552,19.94897,18.40464,17.15501,16.46984,9.11426e-05,1.197161e-05,STAR
22.29392,19.67692,18.41632,17.93547,17.66449,0.0001488038,1.424929e-05,STAR
21.54762,19.1685,17.77219,16.98369,16.50558,0.0001098336,1.513247e-05,STAR
21.67874,19.18582,17.80535,17.07652,16.66993,-4.039808e-06,9.633898e-06,STAR
21.81378,19.66145,18.25051,16.86639,16.07299,-4.52506e-05,2.101019e-05,STAR
22.30164,19.75294,18.54977,18.04812,17.80222,0.0003275835,1.449081e-05,STAR
20.25682,18.82489,18.24124,18.01287,17.94164,0.0006575224,1.704127e-05,STAR
21.46035,19.27421,18.16648,17.71545,17.45146,-4.625507e-05,1.03326e-05,STAR
20.45678,18.64187,17.89067,17.57838,17.35874,-1.703438e-05,9.536045e-06,STAR
21.51081,19.20061,17.86052,17.30046,16.93173,0.0001896802,1.016267e-05,STAR
21.67554,19.19599,18.09049,17.68173,17.48643,5.834167e-05,1.12148e-05,STAR
19.44389,18.4749,18.16962,18.01543,18.03721,0.0003146027,2.188608e-05,STAR
20.82752,18.92329,18.23117,17.97693,17.84926,0.0002579827,1.237724e-05,STAR
22.19653,19.799,18.37861,17.36,16.79675,8.77643e-06,1.280594e-05,STAR
21.10188,18.92179,17.69386,17.21397,16.91377,-6.920765e-05,1.041227e-05,STAR
21.63882,19.07323,17.68483,16.70866,16.13583,0.0002669052,1.218225e-05,STAR
19.55983,18.67661,18.34249,18.21394,18.15635,0.0002730247,2.725729e-05,STAR
22.10238,19.63788,18.15965,17.09401,16.50854,-2.554528e-05,1.211346e-05,STAR
21.78776,19.25338,17.80971,16.86039,16.36703,2.573903e-05,1.024081e-05,STAR
21.88084,19.47808,18.09822,17.46263,17.10419,5.725685e-05,1.782337e-05,STAR
21.13132,19.21941,18.50502,18.16944,18.02077,0.0002748412,1.549866e-05,STAR
21.21487,18.94948,18.01511,17.69625,17.48358,9.192595e-05,9.700263e-06,STAR
21.92944,19.52859,18.09756,16.88386,16.21221,-1.716552e-05,1.44407e-05,STAR
22.18153,19.92066,18.55472,17.69886,17.21575,-0.000184826,1.582876e-05,STAR
20.65413,18.83049,18.09111,17.79612,17.62064,0.0001161252,1.660619e-05,STAR
21.63718,19.1695,17.77917,16.68815,16.13118,0.0001005736,1.27968e-05,STAR
21.26998,19.35091,18.56022,18.28804,18.15,4.890953e-05,1.449981e-05,STAR
21.80997,19.58325,18.2345,17.67361,17.31749,0.0003891461,1.197864e-05,STAR
22.16127,19.6304,18.18263,17.05691,16.46974,0.0001486058,1.420698e-05,STAR
22.55291,19.89535,18.51732,17.83888,17.49128,2.968869e-05,1.603569e-05,STAR
19.88853,18.45983,17.95351,17.74443,17.65156,0.000244841,1.340539e-05,STAR
19.65146,18.72328,18.42502,18.32511,18.27242,0.0006230156,2.900223e-05,STAR
21.80279,19.3881,18.13153,17.53995,17.18605,0.0001523671,1.352096e-05,STAR
19.39951,18.48887,18.18195,18.0629,18.02798,-0.0002702182,2.140637e-05,STAR
20.74954,19.1559,18.45468,18.20255,18.02344,-6.611852e-05,1.374221e-05,STAR
22.0849,19.42781,18.0053,16.9826,16.42078,0.0001063606,1.378203e-05,STAR
22.0354,19.51689,18.21445,17.67728,17.33275,-0.0001174463,1.093509e-05,STAR
22.288,19.64644,18.41101,17.88829,17.57521,-2.900389e-05,1.77649e-05,STAR
20.01562,18.63519,18.14719,18.01663,17.94328,0.0001806337,1.858426e-05,STAR
20.62306,18.88899,18.24028,18.0428,17.9328,-3.094953e-05,1.18365e-05,STAR
21.2615,18.98203,17.67146,17.07266,16.67932,-2.311681e-05,1.042594e-05,STAR
20.56405,18.92894,18.25244,18.04737,17.91671,0.0002672251,1.242055e-05,STAR
22.6311,19.97747,18.55824,17.34723,16.66875,-3.793448e-08,1.447981e-05,STAR
19.8616,18.84337,18.51758,18.46457,18.40997,0.0005331085,3.749207e-05,STAR
20.32429,18.86252,18.24034,18.0103,17.88397,0.000471294,2.106399e-05,STAR
20.20385,18.52368,17.90487,17.68209,17.54532,0.0001280083,1.208858e-05,STAR
21.47772,19.16665,17.94499,17.4667,17.1307,0.0002772887,1.163228e-05,STAR
19.14791,18.20765,17.86969,17.68707,17.6396,0.0003859415,2.728923e-05,STAR
18.15102,17.10159,16.72375,16.57245,16.51981,6.30967e-05,1.439147e-05,STAR
18.95435,17.85174,17.71023,17.69618,17.75789,0.0002146759,2.218558e-05,STAR
16.34929,15.32379,15.17408,15.14287,15.14771,0.0005513315,7.990317e-06,STAR
